username,name,status,first_seen,last_seen,removed_at,stints,current_category,baseline_2023_07_30,type,cat,subs,tgid,updated,desc
girlsfe,窈窕淑女,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,5.1K,-1002060411689,2026-08-27,云想衣裳花想容，春风拂槛露华浓
gitcube,广告必须死Ⅱ,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,10.5K,-1001885096291,2026-08-27,群组: https://t.me/lanjieguanggao
gledos_microblogging,gledos Lia green 的微型博客,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,6.6K,-1001298979108,2026-08-26,关于一场误解的事后简报 https://t.me/gledos_science_rebirth/17241 关于踢走一位 Telegram 用户的事后简报 https://t.me/gledos_science_rebirth/17200 游戏文化浓度也许很高的微型博客，还有审查观察和浅显的科普杂谈。 如要评论，需先加入 @gledos_science_rebirth 群组，直接在评论里点击加入，可能是看不到验证码的。
globalfunnews,吃瓜偷乐曝光黑料分享,removed,2026-07-15 00:07,2026-08-18 08:50,2026-08-21 16:00,1,,,频道,资讯新闻,5.0K,-1002619827877,2026-07-08,❤️从零开始工作室|旗下栏目|广告招租| 🩷永久导航: @ZeroOffices 💛人工客服: @tggeltd02 💚双向客服: @TGNumber002_bot
golden_wind_news,⚡️ 7x24投资快讯,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,4.6K,-1001151333257,2026-08-26,24 小时投资相关的快讯
goreading,Λ-Reading ♡,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,15.3K,-1001006130365,2026-08-26,本频道主要内容为： 1.书和读书 #书摘 #书籍推荐 #book ； 2.科技人文资讯分享； 3. Λ-Reading 邮件通讯 #Newsletter，订阅：https://lambda.rizi.me 4. 频道地址：https://ibox.eu.org/
gotoshare,程序员资源分享频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,17.1K,-1001296114136,2026-08-26,程序员资源分享频道
goworkbitch,上班划水之无聊图,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,24.7K,-1001174703316,2026-08-26,活干完了吗？还在玩手机！ 注意：本频道讨论群仅用作评论区，不接受任何人加群，尝试加群会立刻被踢。若误点加入被踢且无法访问评论区，需稍等一会儿即自动解封。 另外，本频道主只有一个人，所以请避免不和谐讨论，如果将来实在无暇管理可能会关闭评论区。
gracefulbeauties,风华绝代,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,5.1K,-1001901522285,2026-08-27,（暂无描述）
graffitiworld,Graffiti World,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,10.3K,-1001118238409,2026-08-27,"• Graffiti, Murals, Stencils, Street Art • @djritual (admin) — any questions / contents / ads"
group_fuyou,收留每一只蜉蝣群（不要相信任何私聊，禁广告）,present,2026-07-15 00:07,2026-08-28 16:00,,1,卡号资金,,群组,卡号资金,11.1K,-1001983252802,2026-08-28,群主电报：https://t.me/shouliumeiyizhifuyou
guboorg,🤣古博,present,2026-07-15 00:07,2026-08-28 16:00,,1,主机vps,,,,3.5K,-1001053008377,2026-08-28,VPS测速，评测，推荐 VPS补货推荐通知: https://t.me/vpscang www.gubo.org www.vpscang.com 友情推荐: @liyuans
gujinpintan1,在瓦尔登湖畔读书,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.9K,-1001286949228,2026-08-27,想象重塑自身的可能
guo_man,国产动漫 Chinese Anime,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,43.0K,-1001574690424,2026-08-26,本频道会收集TG上的动画和更新高清4K动漫剧集和电影，主要更新国产的动漫和电影 动漫搜索观看使用 @dmssRobot 国漫交流群： @gmjlq 互推、广告联系： @guaguawabot 无法关观看4K视频\没有声音的解决方法: 1.登录tg网页版观看： https://web.telegram.org 2.使用电脑版tg客户端观看 3.切换网速更快的代理软件 4.使用安卓设备观看 5.iPhone下载MX player观看 喜欢本频道的记得分享一波，谢谢 #动漫 #国漫 #资源分享
guochandonghua,国产动画资源库,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,9.7K,-1001531502565,2026-08-26,由于目前网络上的国产动画资源分布比较零散，而且质量参差不齐，时间一长，网盘链接容易失效，种子没人做种，视频网站也可能会下架，所以本频道致力于搜集整理一些优质国产动画资源，进行备份。
gystore2,书籍存档 ‖ 资源分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,9.4K,-1001671337594,2026-08-27,书籍/资源分享/搬运 本频道资源来源于网络，版权归原作者所有，仅限于个人学习交流 频道：https://t.me/Gystore2 群组：https://t.me/Gystore_chat
hackerzh,Kali / BlackArch Linux 中文交流,present,2026-07-15 00:07,2026-08-28 16:00,,1,技术开发,,群组,技术开发,4.5K,-1001072010724,2026-08-24,"Every day, we change the world. 本群提倡有意义的发言，分享有价值的信息，例如技术讨论、安全资讯、新手教程等。 无用消息将被删除，离题请适度。 禁止交易、招募、求师收徒，提防上当受骗； 禁止社工、黑产、广告、政治、开车等，包括用户名和简介； 禁止 有问题不直接问、在吗有人吗有大佬吗、求求带带、拉我加我、懂的来、打招呼 等糟粕用语和行为； 禁止随意私聊他人； 禁止滥用机器人。 如有违反，将删除、警告或封禁。谢谢配合。 通用水群： @coder_ot"
hakureikyaru,凯露酱的朋友圈,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.3K,-1001984342916,2026-08-26,发点科技圈 车圈有关的碎碎念 顺便开点车 隔壁 @keqingchan_bot
hamcollege,《仓鼠学院》,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,群组,资源分享,965,-1002136221176,2026-08-28,仓鼠学院的频道 https://t.me/MicheHC 欢迎各位仓鼠们 各位仓鼠们，朋友们 如果您有什么问题/建议/想法 都可以戳下方机器人联系我 和我直接对话： https://t.me/HamCollegeBot
hanfufenxiang,汉服分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,7.9K,-1001424708106,2026-08-27,汉服 古风 古装 频道 @hanfufenxiang 群组 @hanfufenxiangqun 群组 @hanfufenxiangche @hangfukong
hanfupure,国风汉服 | Hanfu,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,890,-1003704389458,2026-08-24,本群跟频道一样仅聊正常汉服内容或者闲聊，禁色情内容，本群后续也是需要发言的，不然还是会踢
haoruanfenxianggroup,好软分享·交流群,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,群组,资源分享,12.6K,-1001349993267,2026-08-28,好软分享·主频道： @haoruanfenxiang 好软分享·列表频道： @haoruanfenxianglist 好软分享·资源频道： @haoruanfenxiangresources 好软分享·交流群： @haoruanfenxianggroup 群规： ①禁止滥发消息 ②禁止商业广告 ③禁止反动言论 ④禁止网络暴力 ⑤禁止NSFW ⑥禁止刷屏带节奏 违反群规者，一经发现，直接封禁。
haotalk,海龍說,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.8K,-1001128365706,2026-08-26,郝海龍的個人 Channel，你可以理解成另一種形式的博客或者微博客，歡迎喜歡我的人訂閱關注。也歡迎大家： - 給我寫信 hi@haohailong.net - 歡迎關注 twitter.com/haohailong - 更多信息 bio.link/haohailong
hellcellzc123,Hell Cell 功能教学,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,10.9K,-1001216399002,2026-08-27,YouTube视频教学频道 商务联系 @Tartarus2014 通过视频演示，讲解一些实用软件有用有趣的功能。 博主YouTube：http://bit.ly/HellCellYouTube 博主交流群：https://t.me/hellcell321 大家可以订阅一下，衷心感谢！撒花🎉
hello_1024,1024社区 | 1024.day,present,2026-07-15 00:07,2026-08-28 16:00,,1,vps主机,,频道,vps主机,12.4K,-1001482339148,2026-08-28,这是一个分享VPS资讯以及Linux学习频道。
hello_world_1024,𝑯𝒆𝒍𝒍𝒐 𝑾𝒐𝒓𝒍𝒅,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios社区,,群组,ios社区,16.3K,-1001733623785,2026-08-28,⚠️入群请详细阅读群规，违反规则一律封禁！（退群者bot自动永久封禁） 🈲 政治，政治话题相关内容 🈲 情色，童车，恶心及令人反胃 🈲 广告，任何广告请先联系群主 🈲 引战，包括可能导致引战的话题 🈲 兜底，管理有最终处置权 投稿联系： @hwzy0_bot 资源频道： @HelloWorld_1024
hezuclub,人人分享站｜B站课程分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,36.8K,-1001814591522,2026-08-26,每日分享各类课程、影视、软件工具以及羊毛，等千奇百怪有趣的东西。 频道链接：https://t.me/hezuclub
hiemoji,HiEmoji,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,3.2K,-1001534598280,2026-08-28,@HiSticker / @HiEmoji
home_manga,漫画屋(日漫/韩漫/3D),present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,160.8K,-1001993056158,2026-08-27,（暂无描述）
hostlocpro,Hostloc 新帖图文推送,present,2026-07-15 00:07,2026-08-28 16:00,,1,vps主机,,频道,vps主机,1.7K,-1001483730568,2026-08-28,本频道基本功能：爬取国内外有名的主机论坛Hostloc新帖，为订阅者提供一手图文资讯！ Hostloc: https://www.hostloc.com 侵删，联系 @CodyD
hotmessage,烫手热知识,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,3.3K,-1001707798790,2026-08-26,1.一个认知忽高忽低之人，每天的工作就是和即将XXXX之人打交道。偶尔吼吼，偶尔骂两句，更多的是观察他们的人生经历，默默的看着他。 2.本频道大部分观点来源于网络，极少数观点是我自己的。 3.频道发布的内容如果有错别字、引用错误、甚至于出现逻辑错误，请直接点出来，我会及时改正的。 （本频道频道主和管理员不会私信你，注意防骗，虽然没有管理员，但是以后可能会有）
howlab,有用经验计划,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,12.4K,-1002281176785,2026-08-26,有用经验分享，打破信息壁垒。 📮投稿/合作 @HowLabBot
https1024,互联网从业者充电站,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,30.4K,-1001148179865,2026-08-26,互联网从业者专属 内容多为技术、产品、设计、运营等不同话题内容； 目标人群为程序员、设计师、产品经理、运营管理等不同职能。 投稿/合作： @inside1024_bot 内容来源网络
huruanhuying,汗牛充栋,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.7K,-1001400891266,2026-08-26,《软件那些事儿》《忽软忽硬》主持人
ibeta_channel,iBeta 尝鲜派｜公告栏,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,13.4K,-1001487287740,2026-08-25,iBeta 尝鲜派官方频道 官网： iBeta.me 群组： t.me/ibetame
ibilibili,֍可莉日常֎,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,47.2K,-1001641488543,2026-08-27,可莉分享的Loon资源 Loon的官方群组 @Loon0x00 Loon的三方群组 @LoonCommunity 广告合作请联系 @iKeLeeBot
idaily_read,每日环球视野,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,2.4K,-1001481293804,2026-08-27,iDaily · 每日环球视野是一款高精度图片新闻 App。开发者是国内著名的 Clover 四叶新媒体团队。iDaily · 每日环球视野（以下均简称 iDaily）以其每日更新的高质量新闻、高精度图片收获了数百万用户的喜爱。 频道链接： https://t.me/joinchat/JH85v4li1bllOWYx
iduteba,独特吧-破解软件游戏资源分享群,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,群组,软件社群,21.0K,-1002429457792,2026-08-28,（暂无描述）
ifanbing,冰器库（Bing's Toolkit）,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,6.8K,-1001459895572,2026-08-27,XDash 的分享频道，主观推荐有料有趣的自我提升/生产力/投资方向的工具/影视/书/报告等资源。
ijustseesee,蛋挞观察室,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.8K,-1001135559290,2026-08-26,频道主 @dtpoi 投食 http://i.hv.ci ＿＿＿＿＿＿＿＿＿＿＿ TGCN推荐频道 荔枝木 @lychee_wood 灵车漂移 @Hearse_Drifting 沙雕图 @goworkbitch AIM扩散立场 @nekosc 不存在的世界 @illusory_world
imbbbbbbbbbbb,逼逼和他的精神股东们,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios社区,,群组,ios社区,22.3K,-1002129702425,2026-08-28,欢迎加入「小声逼逼」群组！退群100%自动被封禁，请三思！请先订阅频道后加入群组才能发言 • 重要提示：群规每6小时自动发布一次，记得仔细看 • 正版至上：禁止讨论盗版、破解，欢迎分享正版软件体验 • 意外惊喜：不定时有各种正版软件的惊喜抽奖，记得别错过领奖时间！ • 和谐交流：友好相处，勿怼人，尤其是管理员哦 • AI助手：群里有多个不太聪明的广告机器人，被误封？有权限的管理都能处理！ 想发图的话，可以使用 https://imgbb.com/ 或者 https://photo.lily.lat
img2d,IMG2D,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,17.9K,-1001344671482,2026-08-28,• I'm @Max_Dva4 if you want to support me: 🌚 https://telegra.ph/2D-IMG-06-20 🌝 ❤️ animated stickers * анимированные стикеры * برچسب متحرک * pegatina animada * アニメーションステッカー * adesivo animato * ملصق متحرك * 动画贴纸 * autocollant animé * 애니메이션 스티커 ❤️ ( ꈍᴗꈍ)
immersivetranslate,Immersive Translate,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件综合,,频道,软件综合,4.9K,-1001865864111,2026-08-27,沉浸式翻译频道， 加群链接：https://t.me/+rq848Z09nehlOTgx
inbox_all,浮光掠影,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,1.2K,-1001434161509,2026-08-27,- 阅读 📖 思辨💡记录 ✍️ 分享 🍻 - - 有趣 🎈 有用 🎁 启发思考的 💭 - JUST LOOKING
inficheesychat,InfiCheesy「交流群」,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,15.9K,-1002043800815,2026-08-24,这里是InfiCheesy無限芝士公开交流群，欢迎讨论各种资源、技术、问题。 1.禁止诈骗、轰炸类广告信息。 2.禁止讨论时政话题。 3.群内设置多个反广告机器人，被误封请私信 @inficheesygo_bot。
inhut,安卓破解软件精选,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件综合,,频道,软件综合,91.9K,-1001963172576,2026-08-27,收藏全网优质破解软件。 各种解锁版、去广告版、绿色版 每日更新，全是精品。 联系/广告合作 @allmistBot
inside1024,你不知道的内幕消息🅥,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,108.0K,-1001491178054,2026-08-26,一些你不知道的内幕消息，最新资讯、大公司负面、时政财经、网友发布等高质量消息。 投稿/合作： @inside1024_bot 内容均来源社交媒体及公共平台，均不代表本频道观点，请酌情浏览。
ios_jailbreaking,iOS 越狱,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,10.5K,-1001351838968,2026-08-24,iOS 越狱玩家交流群
ios_trollstore,巨魔商店,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,132.1K,-1001862297223,2026-08-27,群组：@TrollStorePro 广告联系 @jumopro
ioshkj7,苹果ios黑科技QX丨Loon丨Stash丨小火箭丨捷径规则,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,26.7K,-1001256050140,2026-08-27,各种实用软件与技巧，QX丨Loon丨Stash丨小火箭丨捷径丨分享基地。苹果，安卓，PC各种资源。 黑科技资源站： http://ioshkj.cn 电报群组： t.me/ioszy 电报群组：（备用） t.me/ioszy 京东京豆羊毛频道： https://t.me/jdjd007 QQ交流群： https://jq.qq.com/?_wv=1027&k=BeN2oYwr 微信群添加： ioshkj 回复（进群） 更多信息请关注微信公众号：ios黑科技
iosrxwy,iOS宝藏,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,99.3K,-1001611806087,2026-08-27,🔥恭喜你发现了宝藏！ ➜宝藏APP分享！ ➜苹果越狱/巨魔/自签/破解/插件及软件 ➜宝藏资源、福利分享、圈X、Loon脚本 ➜玩机教程、苹果资源、科技资讯，等等 🐳 内容来自网络，频道测试发布侵删～ 交流/反馈：@chatrxwy 投稿/合作/推广：@iosrxwy_bot
iwallpaper,📱 iWallpaper | Обои для смартфона,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,7.2K,-1001002117787,2026-08-27,Обои для компьютера - @iWallpaperPC
iwallpaperpc,🖥 iWallpaperPC | Обои для компьютера,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,2.3K,-1001007862305,2026-08-27,Обои для телефона - @iWallpaper
ja_netfilter_group,ja-netfilter,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,36.3K,-1001680975844,2026-08-24,Web site: https://zhile.io Community: https://linux.do Private message the admin via @zhile_bot Telegram group for ja-netfilter
javaer,Java 编程语言,present,2026-07-15 00:07,2026-08-28 16:00,,1,技术开发,,群组,技术开发,9.0K,-1001056982813,2026-08-25,（暂无描述）
javascriptzh,JavaScript 中文交流,present,2026-07-15 00:07,2026-08-28 16:00,,1,技术开发,,群组,技术开发,2.7K,-1001212144572,2026-08-25,JavaScript，通常缩写为 JS，是一种高级的，解释执行的编程语言 请勿广告、推广、开车 误封申诉： @SCP_079_TICKET_BOT 友情联盟： @coderzh
jcplnanmin,跑路机场难民收容所,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,26.0K,-1001514015618,2026-08-28,跑路机场难民交流群：https://t.me/jichangnmjl 仅供参考，便宜好用，稳定性我也不知道，跑了别找我，经济充裕的请找大机场 有任何问题请私聊： @Baobaoapbot
jctest6666,不著名测评,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,10.0K,-1001727380362,2026-08-28,欢迎来到我们的测评频道！ 在这里，我们深入探索和评测机场，提供给你全面、客观的评测报告。 无论你是集邮爱好者，还是日常生活中寻找更好机场的消费者，这里都有你需要的信息。我们致力于帮助你做出更明智的选择。 聊天群组 @jctest6 加入我们，发现更多精彩！ 投稿请联系 @Time_utumn
jgbook,桔梗书屋,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,20.8K,-1001815197247,2026-08-27,花径不曾缘客扫，蓬门今始为君开，欢迎光临桔梗书屋。 小屋不定期上新，专注分享pdf电子书。
jiaohusheji,优秀設計分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,4.9K,-1001119520863,2026-08-27,UI网页设计、交互设计、优质精简内容分享，生活、产品、无障碍设计、工具等。 @https1024 互联网从业者充电站
jichang_group,新机场交流群 🆅,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,4.1K,-1003753048709,2026-08-24,机场列表频道: @jichang_list 机场交流群组: * @jichang_user * @jichang_group * @EXAIRPORTSGroup 机场测速频道: https://t.me/tgcnxz/16
jichang_list,机场列表 机场频道 🆅,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,42.0K,-1001703165692,2026-08-28,欢迎关注机场列表频道: @jichang_list 本频道不断的收录机场的信息（名称、地址、频道、群组等等），均无AFF，放心食用。 本频道信息来源：①机器人自动抓取 ②投稿 序号: 序号、顺序不代表机场排名 时间: 是指消息发布时间，不是机场的开业时间 投稿: 频道已开启私聊消息 或 @jichang_list_bot 机场交流群: * @jichang_user * @jichang_group * @EXAIRPORTSGroup ©机场列表 @jichang_list
jichangtj,科学上网观察与机场测速,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,133.6K,-1001406690797,2026-08-28,#机场推荐 #机场测速 #机场评测 /观察/点评，科学上网和科技相关新闻资讯； #机场推荐 : http://bit.ly/3fdHzbp Twitter: twitter.com/jichangtj 选机场要求很高！除非优秀否则不收。投稿要求：https://t.me/jichangtj/1014 投稿： @jichangtjBot 骚扰会ban
jin10light,金十数据 闪电资讯,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,34.2K,-1002058843966,2026-08-26,"金十数据, 一手时政&财经&币圈 数据24H极速推送！中文时政财经圈顶级付费文章！关注频道，洞悉世界！"
jlpahz,纪录片爱好者,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,19.3K,-1001653356341,2026-08-26,"《纪录片爱好者》是一个专注分享高清纪录片的频道,我们将为您提供BBC、国家地理频道、Discovery、NHK、探索频道等大量高清纪录片的在线观看或下载。并且让你大大降低观看、下载的成本。本频道还将为您提供最新的纪录片，并努力使她成为纪录片爱好者的乐园。本频道发布的视频均来自网络，版权归原作者所有。如有侵权，请及时知会本频道主。欢迎关注！"
jmhbzsk,加密货币知识库,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,12.1K,-1002276973739,2026-08-26,分享加密货币相关的网站、软件资源以及加密货币相关的知识与资讯。 欢迎加入群组 @jmhbtalk 讨论 商务合作联系： @kklove
jp_study,日语学习,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,5.9K,-1001168883038,2026-08-26,关键词: 日语 日剧 学习 日文 日本 语言 资源 频道合集 @channel_push 消息搜索 @msg_index_bot 投稿请至： https://t.me/+Vygb1F3jBXz1Aibc
jumpto22222,目录频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,导航索引,,频道,导航索引,9.8K,-1001147211002,2026-08-28,系列频道 @bookusefor5 漫画书籍资源整合 @bookusefor4 普通休闲书籍资源 @bookusefor2 计算机与部分其他种类书籍资源 @bookusefor3 计算机类书籍 @jumpto22222 目录频道
juzhossn,剧终的碎碎念,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,992,-1001314130822,2026-08-26,要简洁不要繁杂，要具体不要抽象，要人话不要谜语。 频道定期清理已注销账号，请勿故意设置昵称。
juzibaipiao,橘子综合资源分享中心,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,24.4K,-1001506497974,2026-08-28,TG代理MTProto/socks5直连telegram 每天更新TG代理和白嫖节点以及订阅 投稿请联系 @flashovo 或者 @juzi12138bot @juzi_8186 ✅付费定制代理小店 https://juzi.tg18.cc/ 交流群 https://t.me/juzi66 #橘子白嫖频道 #橘子TG代理频道 #橘子综合资源分享中心
jvedio,Jvedio,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,群组,软件社群,440,-1001185013013,2026-08-28,（暂无描述）
karenmoemoe,Karen医生の日常,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,9.4K,-1001077688074,2026-08-26,一个小医生的通讯站 慎重关注本频道 本频道并不想出名，只传播一些信息和科普
karlsharegroup,卡尔菜爱玩Group,present,2026-07-15 00:07,2026-08-28 16:00,,1,卡号资金,,群组,卡号资金,984,-1002246714400,2026-08-28,"欢迎加入频道 @karlshareChannel 有疑问可以联系 @TalkToKarl_bot If you advertise without permission, you’ll be banned permanently!"
katyushaunion,肃反委员会,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,3.6K,-1001153383218,2026-08-26,新华社分社。
keaixiaogou,可爱小狗,present,2026-07-15 00:07,2026-08-28 16:00,,1,萌宠分享,,频道,萌宠分享,2.5K,-1001808040075,2026-08-27,不定时搬运可爱小狗 希望你可以在这里得到一些治愈能量 投稿请私信 @cujohc 闲聊群组：https://t.me/+UZWpM99kG8c4Zjg1 友情链接: 🐱 @dingdangmaoo 📙 @Rosmontis_Daily
kjbkjb123321,Jcoin秘密花園,present,2026-07-15 00:07,2026-08-28 16:00,,1,卡号资金,,群组,卡号资金,2.0K,-1002168270059,2026-08-28,0嚕.空投.被動收入的秘密花園 想投稿或發鏈接請先pm @patpat123321
kmhcomic,K漫画-韩漫-漫画-免费,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,1.9K,-1002145042764,2026-08-27,K漫画，免费看最新最全的韩国漫画
knowledge1024,你不知道的冷知识,present,2026-07-15 00:07,2026-08-28 16:00,,1,知识学习,,频道,知识学习,19.2K,-1001146783417,2026-08-26,冷知识分享 有趣的、无趣的、有用的、没用的知识 未来引入其他分类知识 投稿/合作： @inside1024_bot 内容来源网络
kodakontg,📸摄影 | 写真集,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,5.3K,-1002125921641,2026-08-27,🔍更多资源: https://t.me/+O2xp9hVgvYo0NmE5
koibooks,🅱 基督教神学图书馆,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,3.9K,-1001457614489,2026-08-27,按照美国国会图书馆分类整理基督教图书做分享！
krisdelyn,『美图拾穗』优质壁纸推送,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,2.6K,-1001854064944,2026-08-27,优质壁纸分享频道，兼音乐分享 None H 🍀SFW
kt_database,竹新资料库,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,9.0K,-1001385368508,2026-08-26,分享新闻资料。 获取最新资讯，前往竹新社主站： t.me/tnews365 如有任何问题，联系竹新社小编： t.me/ktnews_editor_bot
kysticker,表情包广场 | 贴纸包广场 | 发现有趣 | 带来快乐,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,21.5K,-1001891263730,2026-08-28,这里是表情包广场，致力于为用户提供高品质、丰富多彩的表情包资源。
laborpower,工劳快讯：关注当代打工人,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,8.9K,-1001785416223,2026-08-26,我们发布最新中国工人、劳动权益相关的新闻/社交媒体资讯。欢迎自助提交和备份你认为有价值的工人资讯。 🌟“工劳快讯”提交帖子必读指南： https://news.laborinfocn2.com/tutorial/ 🌟工劳搜索：https://at.laborinfocn3.com/search 🌟自助提交机器人： t.me/auto_archive_publish_bot 🌟订阅Newsletter： https://news.laborinfocn2.com/ 频道广告是TG硬塞的！请无视
lanmaoshare,懒猫的频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,19.1K,-1001238881646,2026-08-27,此频道主要分享懒猫的一些插件
lanren_6688,懒人分享频道 白嫖机场推荐/免费机场/代理节点分享/福利分享/薅羊毛/资源发布/破解软件/音视频分享/吹水闲聊/翻墙/梯子/VPN,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,17.9K,-1001613641779,2026-08-27,素质白嫖，互相帮助，做白嫖人，不做伸手党！ 群组： @lanren_666888 投稿/合作/互推： @pornpp_bot 油管：https://reurl.cc/jGDARn 退出频道永久封禁，慎行！
lcgfx,资源分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,,,90.4K,-1001689123047,2026-08-27,分享免费资源，实用软件、开源项目、网站工具。 📢 广告投放: @CXXPQ 📮 投稿私信: @SXJQR_BOT 💬 交流群组: @ZYSHARES
