Channel name,Handle,t.me link,Type,TGNAV category,"Subscribers (TGNAV, 2026-08-29)",Status on TGNAV,First listed on TGNAV,Last listed on TGNAV,Telegram ID,TGNAV updated,Why flagged,Description (TGNAV)
影视讯息发布 | 在线电影 电视剧 剧集 动漫 漫威宇宙 DC宇宙,@Mp4Post,https://t.me/Mp4Post,频道,影音资源,6700,live,2025-04-16,2026-08-28,-1002155328503,2026-08-26,,◾️本频道用于影视更新信息发布，热心的网友会在评论区回复更多相关电影资讯！ ◾️目录中可搜索影片 【强力导航站】 @MapFather 【影视在线】 @Mp4Post
电报消息提取器(支持私人/公开频道/群组),@msg_get_bot,https://t.me/msg_get_bot,机器人,消息收发,,live,2025-02-05,2026-08-28,6085877226,2026-07-11,,
椒盐豆豉剪报,@mtfront,https://t.me/mtfront,频道,博客杂谈,4900,live,2026-07-15,2026-08-28,-1001327874799,2026-08-26,,科技、阅读、书影游剪报、导读和吐槽 长文: https://blog.douchi.space?utm_source=t.me/mtfront Discord 讨论区: https://discord.gg/cESS4JpsdG
漫天星分享社-破解软件,@MTXFXS,https://t.me/MTXFXS,,,,removed,2023-07-30,2026-07-08,,,,
MultiTTS Official,@multitts_channel,https://t.me/multitts_channel,频道,软件综合,21400,live,2026-07-15,2026-08-28,-1002163614001,2026-08-27,,The official channel of the MultiTTS Official Chat @MultiTTS
音乐下载 Music Download Bot,@music_v1bot,https://t.me/music_v1bot,机器人,资源搜索,,live,2025-02-05,2026-08-28,7047624789,2026-07-11,,
知音,@musiccnchannel,https://t.me/musiccnchannel,频道,影音资源,6300,live,2026-07-15,2026-08-28,-1001387191330,2026-08-26,,发一些关于音乐的东西 t.me/+z7L2LnKJqE84YTk9 @MusicForumTG
我的一张大字报,@mybigcharacterposter,https://t.me/mybigcharacterposter,频道,资讯新闻,8100,live,2026-07-15,2026-08-28,-1001245246557,2026-08-26,,追踪点评最新中国官场的人事变动，分享个人的见解与思考。 频道公开讨论群组申请链接：https://t.me/+CXkaPn7bZPxmY2Ix 投稿机器人： @myBigCharacterPosterBot 本频道的原创内容均以CC BY-NC-SA 4.0协议发布，转载必须遵循该协议内容。 请使用 #观点与点评 和 #事实核查 Hashtags 查看本频道原创内容。
TGBot News,@mybots,https://t.me/mybots,频道,电报入门,25800,live,2026-07-15,2026-08-28,-1001002928352,2026-08-28,,7613247857
妹纸图,@Mzitu,https://t.me/Mzitu,,,,removed,2023-07-30,2026-07-08,,,,
N(a|nn)gram,@nagram_group,https://t.me/nagram_group,,,,removed,2024-09-30,2026-07-08,,,,
Synology/黑群晖用户群,@nasfan,https://t.me/nasfan,群组,兴趣社群,11500,live,2024-09-30,2026-08-28,-1001364206062,2026-08-24,,更多教程请访问论坛 https://www.openos.org 任何发布或转发消息中包含（黄赌毒+诈骗+未经管理允许的广告） 一律BAN
國家地理雜誌 中文版,@natgeomedia,https://t.me/natgeomedia,频道,知识学习,14500,live,2026-07-15,2026-08-28,-1001298741362,2026-08-26,,Hi 探險家，和國家地理一起探索世界吧！ 國家地理雜誌官網 https://bit.ly/2Usj7oJ Facebook https://www.facebook.com/natgeomedia Instagram https://www.instagram.com/natgeo.media/ Youtube https://www.youtube.com/channel/UCtmb2nQhbT2rxxpmbdRjvVg
Nature 🌎,@nature,https://t.me/nature,频道,萌宠分享,74800,live,2026-07-15,2026-08-28,-1001088678000,2026-08-27,,International Nature channel. Discover Earth with us! Chat: @natureschat
2019-nCoV疫情实时播报🅥,@ncov2019,https://t.me/ncov2019,频道,资讯新闻,33300,live,2026-07-15,2026-08-28,-1001122196721,2026-08-26,,2019-nCoV 相关资讯实时播报 投稿请将消息发给 @nfnf2046bot （请提供可信链接） 点击常用标签即可查看相关消息： #疫情通报 #疫情动态 #应急处置 #防控政策 #人间百态 #紧急寻人 #实用工具 #科普辟谣 #疫苗研发 #世卫消息 全部标签列表可查看：https://t.me/nCoV2019/6665 RSS订阅 https://rsshub.app/telegram/channel/nCov2019 转载请注明出处和原始链接。转载文章侵权请联系删除。
Nebula-Media（星云）,@nebulamediauser,https://t.me/nebulamediauser,频道,影音资源,13000,live,2026-07-15,2026-08-28,-1001829930911,2026-08-26,,🌟星云官方Channel： @Nebula_Media 🤖星云通行证管理中心： @Nebula_Account_bot 🙎‍♀️‍星云客服服务： @Nebula_Media_Support_bot 🎁星星商店： https://shop.nebula-media.org 🔎星云官方Wiki： https://wiki.nebula-media.org 🏛官方社群守则： https://t.me/Nebula_Media/29 👏请与我们共同努力，让这个社群变得更加美好！
虚数学区,@nekopara,https://t.me/nekopara,,,,removed,2024-09-30,2026-07-08,,,,
AIM扩散力场,@nekosc,https://t.me/nekosc,频道,搞笑趣味,3500,live,2026-07-15,2026-08-28,-1001056767742,2026-08-26,,本频道会不定时推送一些段子、ACG、科技、时事资讯等内容 闲聊＆报错＆申诉: @nekopara 关联频道: @baisi @moepic @MagicCabal
NF讨论群,@netflixchina,https://t.me/netflixchina,群组,影音资源,3000,live,2024-09-30,2026-08-28,-1001223292807,2026-08-28,,群组关联频道： 前线 @FLine_cn *注：若被误封/禁言，可私聊机器人( @Eve0001bot )申请解封。
财经新闻🧿虚拟币新闻-区块链中文消息,@new123,https://t.me/new123,频道,资讯新闻,9600,live,2026-07-15,2026-08-28,-1001523850918,2026-08-26,,财经新闻🧿虚拟币新闻-区块链消息 #财经新闻 #新闻频道 #区块链新闻 #在线新闻 #头条新闻 #每日新闻 #华人新闻 #每天新闻 #国内新闻 #菲律宾新闻 #泰国新闻 #大码新闻 #柬埔寨新闻 #迪拜新闻 #缅甸新闻 #东南亚新闻 新闻频道易记ID： @new123
File Converter,@newfileconverterbot,https://t.me/newfileconverterbot,机器人,消息收发,,live,2025-02-05,2026-08-28,532566563,2026-07-11,,
Newlearnerの自留地,@NewlearnerChannel,https://t.me/NewlearnerChannel,频道,资讯新闻,66600,live,2023-07-30,2026-08-28,-1001375282077,2026-08-25,,🆕 不定期推送 IT 相关资讯，欢迎关注！ 👥 博客群&投稿群&交流群: @NewlearnerGroup 📩 投稿请私信 @newlearner_pm_bot 🔍 频道内容关键词索引 Bot: @newlearner_search_bot * 未经授权或标注来源，不得转载本频道内容
NewlearnerのIT社群,@NewlearnerGroup,https://t.me/NewlearnerGroup,群组,数码社群,8500,live,2024-09-30,2026-08-28,-1001171823279,2026-08-28,,【注意】加群需经管理同意，完善头像、昵称、简介更容易通过 Main Topics：以 IT 话题为主，包括但不局限于开源分享、硬件 & 操作系统技术讨论、消费数码电子相关话题 「入群须知」 · 理性聊天，有理有据 · 群规细则见群聊置顶：https://t.me/NewlearnerGroup/1474374 · 考虑到其他群组和途径众多，我们不建议大家在本群过多讨论代理相关话题 频道: @NewlearnerChannel
新闻实验室,@newslab2020,https://t.me/newslab2020,频道,资讯新闻,4800,live,2026-07-15,2026-08-28,-1001151051835,2026-08-26,,新闻实验室的频道 >>> 🎁会员计划：http://newslab.info/join/ >>> ▶️YouTube: https://www.youtube.com/channel/UCFsbHZ_mIFElwDxypEZjKWA/
💬 60秒早间阅读,@NEWSPJAPK,https://t.me/NEWSPJAPK,频道,资讯新闻,18600,live,2023-07-30,2026-08-28,-1001152951141,2026-08-26,,合作 @PJapkadminBot
新·世界观察日志,@newworldobservationlog,https://t.me/newworldobservationlog,频道,博客杂谈,6900,live,2026-07-15,2026-08-28,-1001681631518,2026-08-26,,魔幻的世界需要一个观测者 交流群组： https://t.me/background_of_new_wol 本频道的 Anti-Spam 策略要求您订阅频道后方可在评论区中留言。 联系频道主： @NPGamma / wolchannel@proton.me
中外美文語錄,@nicequotes123,https://t.me/nicequotes123,频道,博客杂谈,5600,live,2026-07-15,2026-08-28,-1001473846967,2026-08-26,,摘錄名人、名著、電影等語錄。好文好片分享。 佛法/心身靈分享 https://t.me/PurpleCloud2025
Nico的朋友们,@nicoinvestmentfriends,https://t.me/nicoinvestmentfriends,群组,卡号资金,29300,live,2026-07-15,2026-08-28,-1002353072525,2026-08-28,,「Nico投资有道」社群，专注于美股/加密货币长期投资、出海捕鱼探索、长期主义，🈲广告、谩骂、键政、色情、🪜。
nmBot,@nmnmfunbot,https://t.me/nmnmfunbot,机器人,群组管理,,live,2025-02-05,2026-08-28,5304501737,2026-07-11,,
Surge & Loon & QX 脚本收集,@nobyda,https://t.me/nobyda,频道,iOS资源,63000,live,2026-07-15,2026-08-28,-1001167646908,2026-08-27,,讨论群组： @NobyDa_Chat 脚本反馈： @NobyDa_bot 合作联系： @nubida 个人博客：https://nobyda.github.io/ 个人仓库：https://github.com/NobyDa
NobyDa Script,@nobyda_chat,https://t.me/nobyda_chat,群组,ios社区,23200,live,2026-07-15,2026-08-28,-1001446927138,2026-08-28,,▎该群组基于 QuantumultX、Surge、Loon 等其他类似应用的脚本功能调试、开发、内测相关讨论。不解答APP基础使用方法，请绕道相关TG群组。 ▎该群仅面向正版用户，禁止讨论政治、共享ID、黑卡、开车、广告、粗鄙言语，违者立 ban 不解。管理员拥有最终解释权。 ▎该群面向愿意折腾的同学，伸手党烦请绕道，如：求脚本、求破解。 ▎该群具有一定的门槛，萌新建议先进群学习。
Notion 中文社区,@Notionso,https://t.me/Notionso,群组,软件社群,12500,live,2024-09-30,2026-08-28,-1001258292904,2026-08-28,,💡 以 Notion 为主，围绕 Notion 效率工具、经验为辅。核心围绕提升个人生活、工作效率来进行讨论。 - 申请加入：https://linmi.cc/n ❤️ 鼓励提问前多使用 Google 检索，若无答案，请在提问时说明需求与使用场景 ⚠️ 不鼓励在本群讨论其他类似仿品、竞品类软件 ❌ 禁止讨论 Notion 盗版、黑卡 本群群规：https://t.me/Notionso/199405
为了一种新小说,@nouveauroman,https://t.me/nouveauroman,频道,博客杂谈,1200,live,2026-07-15,2026-08-28,-1001151094651,2026-08-26,,『具象的精华 文学的原汁 艺术的精油』 联系频道主：https://t.me/NouveauRoman_bot
女星图鉴|明星生图◆美照◆视频,@nvxingtj,https://t.me/nvxingtj,频道,壁纸&图片,94200,live,2026-07-15,2026-08-28,-1002097829385,2026-08-27,,分享女星视频、美照、生图，打造最sexy的观星频道。可投稿，接推广！ 搜索资源可以在右上角（放大镜）搜索框输入：“#”加上“姓名” 例如：#杨幂 广告合作联系： @shiyichat_bot 或购买广告： https://telega.io/c/nvxingTJ 侵权/解封/投稿/购买帮助bot： @tujiantougao_bot
来杯奶昔,@NyarimeW,https://t.me/NyarimeW,,,,removed,2023-07-30,2026-07-08,,,,
纽约时报双语新闻,@nyt_bilingual,https://t.me/nyt_bilingual,频道,资讯新闻,10400,live,2026-07-15,2026-08-28,-1001419083374,2026-08-26,,《纽约时报》（英语：The New York Times，简写为NYT或NY Times），有时也被称为《时报》，是一份总部设在纽约的美国报纸，具有全球影响力和读者群。 《纽约时报》创办于1851年，共获得了130项普利策奖，比其他任何报纸都多。 RSS： https://feedx.net/rss/nytimesdual.xml 建议箱: https://t.me/joinchat/R75fCWr6eKATUCRF 更多频道: https://t.me/channel_push （非官方频道）
【OCEBOX】导航组,@oceboxme,https://t.me/oceboxme,频道,NSFW,1200,live,2026-07-15,2026-08-28,-1002264660995,2026-08-28,,（暂无描述）
Github Repo Downloader,@octocatbbot,https://t.me/octocatbbot,机器人,文件下载,,live,2025-02-05,2026-08-28,6392904112,2026-07-11,,
Odyssey+,@odysseyplus,https://t.me/odysseyplus,频道,影音资源,25000,live,2026-07-15,2026-08-28,-1001276903293,2026-08-26,,食用指南：https://odysseyplus.notion.site 资源推送：t.me/odysseyfeed 频道助力：t.me/odysseyplus?boost
软件模块分享频道,@ojbk2333,https://t.me/ojbk2333,频道,iOS资源,53200,live,2026-07-15,2026-08-28,-1001768651652,2026-08-27,,（暂无描述）
OnePlus Chat [EN/ZH],@onepluschat,https://t.me/onepluschat,群组,兴趣社群,1300,live,2026-07-15,2026-08-28,-1001354561358,2026-08-24,,Discussion Group / 讨论群: https://t.me/OnePlusChat System Update / 系统更新: https://t.me/OnePlusOTA Resources Center / 资源中心: http://t.me/OnePlusRes
一览,@onesees,https://t.me/onesees,,,,removed,2023-07-30,2026-07-08,,,,
库克的后厨,@OnlineAppleUserGroup,https://t.me/OnlineAppleUserGroup,,,,removed,2024-09-30,2026-07-08,,,,
破解软件分享频道,@OOAPK,https://t.me/OOAPK,,,,removed,2023-07-30,2026-07-08,,,,
Open Source Community,@open_source_community,https://t.me/open_source_community,,,,removed,2024-09-30,2026-07-08,,,,
开源社区,@opencfdchannel,https://t.me/opencfdchannel,,,,removed,2023-07-30,2026-07-08,,,,
Flippy_Openwrt,@openwrt_flippy,https://t.me/openwrt_flippy,频道,iOS资源,14900,live,2026-07-15,2026-08-28,-1001432424315,2026-08-27,,Flippy的Openwrt/Armbian固件 进群链接：https://t.me/joinchat/WTWXSt_bMW0xHQZE 有事进群问，别在帖子下面的讨论组里问，不然群里别人的回复你是看不见的。
,@Oscar_4Kmovies,https://t.me/Oscar_4Kmovies,,,,removed,2024-10-02,2026-08-18,,,,
Office Tool Plus 📰,@otp_channel,https://t.me/otp_channel,频道,iOS资源,7100,live,2026-07-15,2026-08-28,-1001196414147,2026-08-27,,Office Tool Plus 的官方频道。 Official channel of Office Tool Plus. 频道默认使用静默模式发布消息，只有紧急事情才会发布通知。 群组 (Group): https://t.me/+h2TKTqoaoAE4MmU1 English group: https://t.me/joinchat/-YmyEwHZTFJiMTI1 官方网站 (Website): https://otp.landian.vip
欧派发电站|黄油,@oupaifadianzhan,https://t.me/oupaifadianzhan,频道,资源分享,3400,live,2026-08-18,2026-08-28,-1003921573159,2026-08-25,,无
画境官方频道,@ourvideoworld,https://t.me/ourvideoworld,,,,removed,2024-09-17,2026-07-08,,,,
萌图_v2,@ovo_123,https://t.me/ovo_123,,,,removed,2023-07-30,2026-07-08,,,,
萌图,@ovov1234,https://t.me/ovov1234,频道,壁纸&图片,11800,live,2023-07-30,2026-08-28,-1001429203194,2026-08-27,,分享来自 pixiv 和 X 平台的美图与壁纸，大概每半个月更新一次 二次元，动漫图片，蔚蓝档案，原神，崩坏：星穹铁道，鸣潮，ANIME，ACG， Wallpapers，Genshin Impact，Honkai: Star Rail，Blue Archive，Wuthering Waves，Bishoujo and cute moe girls 萌图_v2: @ovo_123
清风阁,@owo_shop,https://t.me/owo_shop,,,6000,live,2026-07-15,2026-08-28,-1001469613811,2026-08-28,,官网: https://shop.owo233.xyz 客服: @OwO_233_Bot Youtube 账户: https://www.youtube.com/@OwO233XYZ 打赏我: TUZNCLe581jkDYsAoHY1uw8c5mNVofVwYT (USDT-TRC20)
python自学交流,@P_Y_T_H_O_N,https://t.me/P_Y_T_H_O_N,,,,removed,2024-09-30,2026-07-08,,,,
《内核恐慌》听众群,@pan_icu,https://t.me/pan_icu,,,,removed,2024-09-30,2026-07-08,,,,
[推广]Telegram超级搜索,@Panda_sousuo,https://t.me/Panda_sousuo,,,,removed,2024-07-01,2024-07-17,,,,
柴の收藏夹,@pangtouy,https://t.me/pangtouy,频道,资源分享,6200,live,2026-07-15,2026-08-28,-1001870115420,2026-08-28,,私聊.反馈.投稿.合作 @PangTouY00 频道 @PangTouY 白嫖/节点/订阅/机场/梯子/翻墙/vpn/代理/加速器/科学上网/教程/破解/软件/资源/网站/撸羊毛/apk，ipa，TF
𝒫𝒶𝓇𝒶𝒹ℴ𝓍的朋友圈,@paradoxw98,https://t.me/paradoxw98,频道,博客杂谈,2000,live,2026-07-15,2026-08-28,-1001438639162,2026-08-27,,Paradox的朋友圈，远离微信，人人有责 2020-04-10 欢迎大家加入本频道🤩🤩🤩 更欢迎拉好友关注😹😹😹😹 看到好段子可以转发到自己的群 在此声明，本频道不对所发信息真实性负责，能力有限，大家自行识别。 @Paradox98bot
老毛子Padavan固件发布,@pdcn1,https://t.me/pdcn1,频道,软件硬件,31900,live,2023-07-30,2026-08-28,-1001131166212,2026-08-27,,老毛子Padavan固件自助交流群 http://t.me/pdcn2 老毛子Padavan固件IOS自助交流群 http://t.me/pdcn3 老毛子Padavan固件发布 http://t.me/pdcn1
老毛子Padavan固件,@pdcn3,https://t.me/pdcn3,,,,removed,2024-09-30,2026-07-08,,,,
PDF图书联盟|链接收藏|电子书🏷,@pdftushuguan,https://t.me/pdftushuguan,频道,书报刊漫,25500,live,2026-07-15,2026-08-28,-1001534116236,2026-08-27,,无规律无方向的持续分享一些书目，以及资源和有趣的内容，请各位秉承友好、善意的心态进行交流。 ——
心灵魔法站,@personal_hub,https://t.me/personal_hub,频道,博客杂谈,11600,live,2026-07-15,2026-08-28,-1001405848225,2026-08-26,,爱玩单机游戏，偶尔也玩网游。 本频道无任何交流群，频道主和管理员不会私聊任何人。 频道14天以上无更新即可视为频道主已经失去对telegram账号的控制。 友链： @opencfdchannel
Tg攝影社群,@photographyintelegram,https://t.me/photographyintelegram,群组,兴趣社群,2200,live,2026-07-15,2026-08-28,-1001111406365,2026-08-24,,電報攝影群組，歡迎熱愛攝影、當代攝影、當代藝術的朋友加入。不歡迎：老法師
嫖客の出击树洞日记,@piaokeshe,https://t.me/piaokeshe,频道,搞笑趣味,85800,live,2026-08-18,2026-08-28,-1001067300340,2026-08-25,,吃瓜交友群： @piaokeriji 投稿机器人： @piaokerijibot
蛋挞报,@pincongessence,https://t.me/pincongessence,频道,博客杂谈,5600,live,2026-07-15,2026-08-28,-1001388969066,2026-08-27,,分享阅读体验
平壤卫视,@pingrangtv,https://t.me/pingrangtv,频道,搞笑趣味,29000,live,2026-07-15,2026-08-28,-1001739499146,2026-08-26,,新闻热点 趣味资讯 沙雕动态 猫猫狗狗 聊天群组: @Orz_zayu 广告合作: @zayutalk_bot 频道二台: @zayuTV （防失联）
黑洞资源笔记,@piracy6,https://t.me/piracy6,频道,知识学习,77200,live,2026-07-15,2026-08-28,-1001466835758,2026-08-26,,（暂无描述）
Pixiv,@pixiv_bot,https://t.me/pixiv_bot,机器人,消息收发,,live,2025-02-05,2026-08-28,281106799,2026-07-11,,
PIXIV站每日 Top50搬运|动漫|ACG|二次元|每日精选图片|動漫|P站,@pixiv_top50,https://t.me/pixiv_top50,频道,壁纸&图片,90000,live,2023-07-30,2026-08-28,-1001152642090,2026-08-27,,搬運PIXIV每天綜合排行榜前50圖片資源，不定時更新。 圖片順序為圖片第一次上榜時當天的排名順序。 圖片經過去重，昨日已上榜圖片不再上傳，所以每天實際發佈圖片在30張左右。 @acg_moe 討論群，歡迎大佬萌新前來玩耍 @pixiv_top50_r18 對應的裏·頻道 @Mzitu 推送妹子写真的频道 圖片打包下載每月更新：https://pic.tjsky.net/pixiv/
PIXIV站每日r18图片 Top50搬运,@pixiv_top50_r18,https://t.me/pixiv_top50_r18,频道,NSFW,160400,live,2026-07-15,2026-08-28,-1001256597913,2026-08-28,,（暂无描述）
[Pixiv]wallpaper| 高质量插画壁纸,@pixivshare,https://t.me/pixivshare,频道,壁纸&图片,13800,live,2023-07-30,2026-08-28,-1001737753526,2026-08-27,,一个致力于分享各种pixiv作品的频道~ ---------- 友情链接：https://t.me/pixivshare/29 新的友链欢迎来添加！ ---------- 不定时分享各种壁纸少女作品，pixiv优秀插画，各种风格应有尽有！ pixiv分享频道，欢迎你的加入！ ---------- 群组小圈子： @Wpixiv
Piyano's Blog,@Piyano_blog,https://t.me/Piyano_blog,,,,removed,2023-07-30,2026-07-08,,,,
精品软件分享（破解版）,@pj_cn,https://t.me/pj_cn,,,,removed,2023-07-30,2026-07-08,,,,
破解软件中文频道 🅥,@pjapk,https://t.me/pjapk,频道,软件综合,398400,live,2026-07-15,2026-08-28,-1001447090644,2026-08-27,,分享各类安卓去广告 |解锁 |绿化版 |软件 |游戏、老司机福利、XP模块、Root工具、辅助插件… telegra.ph/频道内软件使用说明-09-30 导航: https://link3.cc/pjapk 群组: @ChatPJapk 索引: @So_PJAPK
破解软件资源分享,@pjrjzy,https://t.me/pjrjzy,,,,removed,2023-07-30,2026-07-08,,,,
Google Play限免信息,@playsales,https://t.me/playsales,,,,removed,2023-07-30,2025-02-05,,,,
PlayStation 新闻转发,@playstationnewssss,https://t.me/playstationnewssss,频道,资讯新闻,3100,live,2026-07-15,2026-08-28,-1001326206584,2026-08-25,,群聊：@PlayStationXXXX https://playstationnews.pages.dev 「Play Has No Limits」
妹子即正义😘,@plmmyyds,https://t.me/plmmyyds,频道,壁纸&图片,3500,live,2026-07-15,2026-08-28,-1001851814415,2026-08-27,,颜控进！颜控进！！
彭于晏iOS讨论交流群,@plus8889,https://t.me/plus8889,,,,removed,2024-09-30,2026-07-08,,,,
Emby影视资源发布,@plus_movie_best,https://t.me/plus_movie_best,频道,影音资源,28300,live,2026-07-15,2026-08-28,-1001398999837,2026-08-26,,普拉斯影业资源发布频道
诗歌舍,@poetry3456,https://t.me/poetry3456,频道,博客杂谈,1800,live,2023-07-30,2026-08-28,-1001548413403,2026-08-26,,陋室无名
安卓免费破解软件分享,@pojieshare,https://t.me/pojieshare,,,,removed,2023-07-30,2026-07-08,,,,
北极星搜索,@PolarisseekBot,https://t.me/PolarisseekBot,机器人,搜群机器人,,live,2023-07-30,2026-08-28,1158615441,2026-07-11,,
Policr Mini (控制台版),@policr_mini_bot,https://t.me/policr_mini_bot,机器人,群组管理,,live,2025-02-05,2026-08-28,1148507346,2026-07-11,,
Pop Music History Trip,@popmusichistory,https://t.me/popmusichistory,频道,影音资源,1900,live,2026-07-15,2026-08-28,-1001425298777,2026-08-26,,挖掘重要又有趣的流行音乐史，注重系统性也强调个人体验～ 现在按艺人推荐模式 https://t.me/popmusichistory/493 过去的按年代推荐可通过pinned message跳至2021查看～ 之前的介绍：我喜爱音乐的系统性推荐~ 存档在此~ https://minghan.substack.com/p/coming-soon 有播放列表合集！
里番文化遗产工程：索引,@pornographic_animation,https://t.me/pornographic_animation,,,,removed,2025-02-05,2026-07-08,,,,
里番文化遗产工程：交流,@pornographic_animation_5,https://t.me/pornographic_animation_5,群组,影音资源,4300,live,2026-07-15,2026-08-28,-1002482497767,2026-08-28,,（暂无描述）
Post Bot,@PostBot,https://t.me/PostBot,机器人,消息收发,,live,2025-02-05,2026-08-28,273234066,2026-07-11,,
Premium Bot,@PremiumBot,https://t.me/PremiumBot,机器人,TG官方,,live,2025-02-05,2026-08-28,5314653481,2026-07-11,,
Previews,@previews,https://t.me/previews,机器人,TG官方,,live,2025-02-05,2026-08-28,275799522,2026-07-11,,
Price Tag Friends,@pricetagapp,https://t.me/pricetagapp,群组,软件社群,3400,live,2026-07-15,2026-08-28,-1001087830059,2026-08-28,,这是一个买买买群 官方公众号「PriceTag发现好应用」 官方频道 t.me/AppFans twitter.com/GetPriceTag 微博：PriceTag应用推荐
PT资讯频道,@privatetrackernews,https://t.me/privatetrackernews,频道,资源分享,19100,live,2026-07-15,2026-08-28,-1001156907405,2026-08-27,,"PT开放注册信息推送 Open Trackers News Open Signup Trackers PT资讯推送 Private Tracker News PT相关电报Telegram频道/交流群推送 Private Tracker Telegram channels/groups 赠人玫瑰，手有余香。 The rose's in her hand,the flavor in mine. 我为人人，人人为我。 All for one,one for all."
大虾的编程资源库/码农/程序员资源,@programmingsrchub,https://t.me/programmingsrchub,频道,开发编程,8000,live,2026-07-15,2026-08-28,-1001306404674,2026-08-28,,简介：大虾本职工作为程序员，本频道持续分享大虾的编程资源库/码农/程序员资源。 有啥问题可以群里问，求书的可以代找，因为时间有限，每天仅前3个。 加群、业务对接: @daxiali
Project X,@projectxray,https://t.me/projectxray,群组,软件社群,15800,live,2026-07-15,2026-08-28,-1001317474393,2026-08-28,,Project X 的群聊 交流群可在底线之上随便水，不要撕逼，没有滥权 有问题尽管随便问，知道的尽量回答 禁键政，禁露点，禁反复的无意义话题 广告（含 aff）可能会被删，禁反复刷 非管理员操作 GitHub bot 的直接 ban Chinese and English only Russian: @projectVLESS Persian: @projectXHTTP Channel: @projectXtls https://github.com/XTLS
PT风向旗,@ptfxq,https://t.me/ptfxq,频道,资讯新闻,17000,live,2026-07-15,2026-08-28,-1001376299523,2026-08-25,,PT 风向旗关注一切 PT 相关新闻，为你筛选出最具价值的信息。 This is a channel for tracker news. ⚠️ 注意：请勿在本频道求任何 PT 站点的邀请！ ⚠️ Attention: Do NOT request any tracker invites in this channel. 群组： @PtfxqGroup 投稿： @PtfxqPWSBot
PT风向旗情报本部,@ptfxqgroup,https://t.me/ptfxqgroup,群组,兴趣社群,2100,live,2026-07-15,2026-08-28,-1001423364063,2026-08-24,,不包容但有料的PT⭕️风向标，动态反馈PT界重要讯息，高搞笑和高🐔🤡PT信息交流。信号旗简讯情报反馈。 注意⚠️：请勿在本群以任何形式求任何邀请！（名字或简介是求邀或任何形式的 afflink 也不可以） Attention: Do Not Request Any Invites! PT 风向旗频道： @ptfxq 投稿： @PtfxqPWSBot
心理自助与互助,@ptsd_help,https://t.me/ptsd_help,频道,知识学习,2200,live,2026-07-15,2026-08-28,-1001177752224,2026-08-26,,非专业频道，请自行辨别信息。 如果您有自杀，自残的想法，请联系自杀干预热线。 北京自杀研究防治中心专线: 800-810-1117 / 010-82951332 上海生命线: 400-821-1215 上海市精神卫生中心: 021-12320-5 / 021-64387250 广州市心理危机干预中心: 020-81899120
快长大吧男孩~💖,@pua_library,https://t.me/pua_library,频道,书报刊漫,2500,live,2026-07-15,2026-08-28,-1001894337045,2026-08-27,,level up！让我们开始远航！（男人成长类书籍）
Python潮流周刊🐍,@pythontrendingweekly,https://t.me/pythontrendingweekly,频道,资讯新闻,4500,live,2026-07-15,2026-08-28,-1001928222538,2026-08-25,,由豌豆花下猫主理，精心筛选国内外的 250+ 信息源，为你挑选最值得分享的文章、教程、开源项目、软件工具、播客和视频、热门话题等内容。愿景：帮助所有读者精进 Python 技术，并增长职业和副业的收入。 博客目录：https://pythoncat.top/tags/weekly
Python 中文交流群,@pythonzh,https://t.me/pythonzh,群组,技术开发,22900,live,2024-09-30,2026-08-28,-1001116410516,2026-08-24,,加入即同意遵守： 1. 严禁：广告/招聘、引战、色情/低俗、黑灰产、过激言论、离题话题、作弊/有偿任务、任何形式 spam。违者警告或封禁。 2. 吹水/编程起步：请移步 @coder_ot。 3. 关于 AI： - 不鼓励用 AI 直接回答问题。 - 如需使用，请自行使用或总结后再分享。 - 严禁直接复制粘贴 AI 生成的大段文本（按刷屏处理）。 4. 长代码：请使用 pastebin 等工具展示。 5. 保留上下文：非违规/敏感内容，请勿随意删除消息，确保对话完整。
喬苑,@qiao_blog,https://t.me/qiao_blog,频道,博客杂谈,8100,live,2026-07-15,2026-08-28,-1001846056805,2026-08-27,,电报资源集 t.me/addlist/J7qyAY1cu-JlYzQ9
杂志｜期刊｜考研,@Qikan2023,https://t.me/Qikan2023,,,,removed,2023-07-30,2026-07-08,,,,
精选壁纸美图｜风景美人acg,@qing_01,https://t.me/qing_01,频道,壁纸&图片,28700,live,2023-07-30,2026-08-28,-1001527418219,2026-08-27,,（暂无描述）
青桔ACG,@QingjuACG_Chat,https://t.me/QingjuACG_Chat,,,,removed,2024-09-30,2026-07-08,,,,
捷径指令大全分享频道,@qingtianwe,https://t.me/qingtianwe,频道,iOS资源,14100,live,2026-07-15,2026-08-28,-1001672293149,2026-08-27,,群里分享 IPhone实用技巧:捷径（ios快捷指令）｜实用教程 ｜ipa软件游戏分享等等 但请遵守以下禁止🚫的条例，来了就是玩儿😎😎 ‼️群内禁止色情、歧视、散播广告、讨论政治观点或倾向或不适的话题 📣 公告频道:@qingtianwe 讨论群组::@jjzldq 公众号:捷径范
奇趣百科💥,@qiqubaike,https://t.me/qiqubaike,频道,搞笑趣味,246300,live,2023-07-30,2026-08-28,-1001300542637,2026-08-26,,（暂无描述）
奇趣吃瓜🍉,@qiquchigua66,https://t.me/qiquchigua66,频道,搞笑趣味,65500,live,2026-07-15,2026-08-28,-1001936170464,2026-08-26,,私信 @qiquchigua66_bot 群组 @qiquchigua66chat
