"graf_id","docname","year","wc","country","speech_id","paragraph_text","count","disasters","emissions","global warming","renewables","total_cc","model_actions","model_reasons","about_cc","paragraph_summary","topic","reason","row_id","is_crisis","crisis_reason"
"speech177_graf2","text1299",2020,140,"GER","speech177","Christmas this year – it’s a different Christmas. A celebration of love, yes! But especially during these days when we want to be close to one another, we must maintain distance. We – including myself – miss friends and relatives that we haven't been able to see throughout the year. Many older and sick individuals remain alone, to protect themselves from the virus. For some, especially younger people, this quiet night felt far too quiet. Perhaps we have never felt so acutely how important other people are to us, how much we rely on them: on their presence, their affection, on the opportunity to talk with them. That is a good thing to know. But celebrating a carefree Christmas is still difficult.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on the social isolation and emotional challenges of celebrating Christmas during the COVID-19 pandemic.","local","Discusses the domestic impact of pandemic restrictions on social life and Christmas celebrations in Germany.",648,"yes","The paragraph frames the pandemic as an ongoing source of social and emotional hardship, focusing on the threat to well-being rather than recovery or routine."
"speech177_graf4","text1301",2020,71,"GER","speech177","All of us have been affected by the restrictions we have had to impose on ourselves. Schoolchildren are frustrated by the inconsistent schooling, families are exhausted after almost a year of home office and homeschooling. Business owners, restaurateurs, and hoteliers fear for their livelihoods, and retailers are worried about the renewed closure of shops. It is certainly not a joyful Christmas for everyone.",1,0,0,0,0,0,NA,NA,0,"The speaker acknowledges the personal and economic hardships faced by citizens due to ongoing COVID-19 pandemic restrictions during the holiday season.","local","Focuses on the domestic economic and social consequences of pandemic restrictions on German citizens and businesses.",650,"yes","The paragraph frames the pandemic restrictions as a source of ongoing personal and economic hardship, highlighting the negative impact on citizens' lives during the holiday period."
"speech177_graf5","text1302",2020,248,"GER","speech177","Nevertheless, let us not forget the positive aspects of this year, alongside all the difficulties. We are experiencing, even now, that the virus does not drive us apart. On the contrary, it brings us closer together. Our country is a strong nation because so many people support others and rise to the challenge in times of crisis. I thank everyone who is on the front lines in the fight against the virus, working tirelessly and risking their own health – from doctors and nurses to educators, scientists, and bus drivers. Our country is a strong nation because we are sharing the burden of this crisis together. The government is providing support to those facing economic hardship. Many of you are supporting local businesses, music schools, and sports clubs. Or you are doing incredible work as volunteers. In a time of uncertainty, we have learned to trust in our democracy. We have debated the right path – and ultimately, we have come together to make decisions. While those who deny the danger of the virus are often the loudest, the vast majority are reasonable and responsible. They are the ones who ensure that we can protect lives and overcome this crisis. That is the good news of this year. And that is why this Christmas is also a celebration of hope!",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes national unity, social responsibility, and collective resilience in response to the COVID-19 pandemic.","local","Highlights domestic social cohesion, government support, and the role of German citizens in overcoming the crisis.",651,"yes","The paragraph focuses on collective resilience and social responsibility in response to the pandemic, which frames the situation as an ongoing threat requiring active societal engagement."
"speech177_graf7","text1304",2020,193,"GER","speech177","Yes, we have every reason to be optimistic. As of this week, vaccines have been approved, and starting tomorrow, vaccinations will begin. We have a longer, and still challenging, path ahead of us. But we can see the light at the end of the tunnel becoming brighter. We will be moving closer, step by step, to an end to the crisis. How long that path will be depends, in part, on us. Let us remain reasonable and patient in these final stages, and then we will be able to do many of the things we have been forced to forgo for so long. My dear citizens, we have been through a difficult time. The pandemic casts a shadow over this Christmas. But let us look forward to a future where we can celebrate Christmas again as we love: with our families, with our friends, with hugs and carols. May the anticipation of that day help to brighten these extraordinary holidays. Wishing you all a blessed Christmas!",1,0,0,0,0,0,NA,NA,0,"The speaker expresses optimism regarding the start of COVID-19 vaccinations and encourages public patience as the country navigates the final stages of the pandemic.","local","Discusses the domestic rollout of vaccines and the path forward for German society.",653,"no","The paragraph focuses on the final stages of the pandemic and the rollout of vaccinations, which frames the situation as a recovery process rather than an active, ongoing threat."
"speech178_graf2","text1306",2020,126,"GER","speech178","2020, the year of the pandemic, was a year of learning. We had to react to a virus in the spring about which there was very little reliable knowledge and information. We had to make decisions that we could initially only hope would prove to be correct. The coronavirus pandemic was and is a defining challenge for our time, a historical crisis that has placed a great deal, and for some, far too much, on everyone’s shoulders. I know that it has demanded immense trust and patience from you, and continues to do so, as we navigate this unprecedented situation. For that, I thank you from the bottom of my heart.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on the challenges, uncertainty, and societal demands imposed by the COVID-19 pandemic during 2020.","local","Reflects on the domestic management and decision-making process regarding the pandemic in Germany.",655,"yes","The paragraph frames the pandemic as a source of ongoing challenges, uncertainty, and societal demands, which characterizes it as an active threat requiring attention rather than a past event or recovery."
"speech178_graf3","text1307",2020,126,"GER","speech178","At the end of this breathless year, it is also important to pause and to mourn. As a society, we must not forget how many have lost loved ones, unable to be close to them during their final hours. I cannot alleviate their pain. But I am thinking of them, especially this evening. … I can only imagine how bitter it must feel for those who are grieving the loss of a loved one due to coronavirus, or who are struggling with the after-effects of illness, when some individuals dismiss and deny the virus. Conspiracy theories are not only false and dangerous, they are also cynical and cruel towards those who are grieving.",1,0,0,0,0,0,NA,NA,0,"The speaker expresses empathy for those grieving COVID-19 losses and condemns the denial of the virus and the spread of conspiracy theories.","local","Addresses domestic mourning and the social issue of conspiracy theories within German society.",656,"yes","The speaker frames the denial of the virus and the spread of conspiracy theories as an active, ongoing threat to public health and social cohesion that requires condemnation and vigilance."
"speech178_graf4","text1308",2020,236,"GER","speech178","2020 was marked by worry and uncertainty. At the same time, it was a year in which so many people went above and beyond, without seeking recognition. This is demonstrated by the doctors, nurses, and caregivers in hospitals, nursing homes, and other facilities. It is evident in the dedication of the health authorities, who suddenly found themselves at the forefront of the fight against the virus. We see it in the commitment of our armed forces, who are providing support in every corner of the country. Countless people have contributed to ensuring that our lives could continue, despite the pandemic: in supermarkets and in the transport of goods, in post offices, on buses and trains, at police stations, in schools and kindergartens, in churches, and in newsrooms. I am also deeply grateful for how disciplined the vast majority of people have been in wearing masks and maintaining distance. For me, this reflects what makes a life in a humane society possible: consideration for others, the willingness to step back, and a sense of community. The attitude of millions of fellow citizens has saved us a great deal on our journey through the pandemic so far, and it will be necessary in the coming year as well.",1,0,0,0,0,0,NA,NA,0,"The speaker expresses gratitude for the dedication and discipline shown by citizens and essential workers during the COVID-19 pandemic.","local","Commends the efforts of various domestic sectors and citizens in maintaining order during the pandemic.",657,"no","The paragraph focuses on gratitude for past service and resilience, which frames the situation as a recovery or retrospective acknowledgement rather than an active, ongoing threat."
"speech178_graf7","text1311",2020,69,"GER","speech178","The challenges that the pandemic presents to us remain significant. Many businesses, employees, freelancers, and artists are facing uncertainty, and in some cases, even existential anxiety. The federal government has not left them alone in this entirely undeserved crisis. Unprecedented levels of state support are providing assistance. Improved short-time work regulations are in effect, helping to preserve jobs.",1,0,0,0,0,0,NA,NA,0,"The German government is providing financial support and job preservation measures to assist businesses and workers struggling with the economic impact of the pandemic.","local","Details domestic state support measures for German businesses and employees.",660,"no","The paragraph focuses on the government's response and support measures for recovery rather than framing the pandemic as an active, ongoing threat requiring urgent vigilance."
"speech178_graf8","text1312",2020,111,"GER","speech178","So, will everything be about coronavirus in the new year? No, and it wasn't even in the old year. The world in which we live is changing rapidly and fundamentally, and not just since the beginning of the pandemic. It is all the more important that Germany, with all its strength and creativity, develops bold ideas for the future. That our economy, our mobility, and our lives become more environmentally friendly. That everyone in Germany benefits from equal opportunities and genuine educational equality. That we also assert ourselves better within Europe in a globalized, digitalized world.",1,0,0,0,0,0,NA,NA,0,"The speaker outlines future priorities for Germany, including environmental sustainability, equal opportunity, education, and strengthening the nation's global and European position.","local","Outlines domestic policy goals for Germany regarding the economy, environment, and education.",661,"no","The paragraph outlines future policy priorities and national goals as a routine governance agenda rather than framing them as urgent threats or dangers."
"speech178_graf9","text1313",2020,210,"GER","speech178","Dear fellow citizens, these days and weeks are difficult times for our country – and it will likely remain that way for some time to come. It will continue to depend on all of us how we navigate this pandemic. Winter remains harsh. We know what we can do to counter the virus. Besides the vaccine, the most effective measures are in our own hands, by following the rules, each and every one of us. All of us together. Let me say something personal to conclude: In nine months, there will be a federal election, to which I will not be standing again. This is likely to be the last time I address you in a New Year’s speech as Chancellor. I believe I am not exaggerating when I say: Never in the last 15 years have we all felt the end of the year so heavily – and never have we looked forward to the new year with so much hope, despite all our worries and occasional skepticism. And so, I wish you and your families good health, confidence, and God’s blessings for the new year 2021.",1,0,0,0,0,0,NA,NA,0,"Chancellor Angela Merkel addresses the ongoing COVID-19 pandemic, emphasizes personal responsibility, and announces her intention not to seek reelection in the upcoming federal election.","local","Addresses domestic pandemic management and the Chancellor's upcoming departure from office.",662,"yes","The paragraph addresses the ongoing COVID-19 pandemic and emphasizes the need for personal responsibility, which frames the situation as an active, ongoing threat requiring public vigilance."
"speech179_graf2","text1315",2019,146,"GER","speech179","These are very political times in which we live – and I believe it’s an exaggeration to talk about a lack of freedom of opinion. Quite the contrary: we’ve seen more disagreement than we have in a long time. The question is: what do we do with all this disagreement? How do we transform friction into respect? How do we turn constant outrage into a constructive debate? How do we create unity from opposing viewpoints? Some may ask: are we now being divided more than we are united? And: perhaps you expect the Federal President to provide a lofty, sentimental answer to all these questions in a Christmas address. The truth is: the Federal President cannot do that alone. Because the answer lies with you. With all of you.",1,0,0,0,0,0,NA,NA,0,"The Federal President addresses the challenge of fostering constructive public debate and national unity amidst increasing political disagreement and societal polarization.","local","Discusses the state of domestic political discourse and social unity in Germany.",664,"yes","The speaker frames societal polarization and the breakdown of constructive debate as a threat to national unity, which constitutes a chronic issue framed as an urgent danger to the social fabric."
"speech179_graf3","text1316",2019,105,"GER","speech179","A particular image from this year has stayed with me deeply. It is the image of a door. A powerful, thick door made of wood and iron. It has been hit by twenty bullets. Splintered wood and remnants of lead are visible in the bullet holes today. It is the entrance door of the synagogue in Halle. And: it is a miracle that it is still standing. It is a miracle that even more people did not fall victim to that brutal, antisemitic attack – that even more than the two who were murdered.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on the antisemitic attack at the Halle synagogue, highlighting the resilience of the building and the tragedy of the lives lost.","local","Reflects on a specific domestic act of antisemitic violence in Germany.",665,"yes","The paragraph addresses a specific terrorist attack and the loss of life, framing the event as a tragedy and a direct threat to safety and social cohesion."
"speech179_graf4","text1317",2019,230,"GER","speech179","This door, this damaged entrance door to the synagogue, represents so much more to me. It also represents us. Are we strong and resilient? Do we stand together firmly, supporting one another? The answer, my fellow citizens, also lies with you. You stand up and push back when weaker individuals are harassed on the bus; when someone who looks different is insulted; when racist remarks are made in the schoolyard, in the pub. You have your voice online and on social media. You decide whether the most outrageous and loudest voices are rewarded with constant clicks, or whether you choose to champion facts, reason, and better arguments. You get involved: whether in your neighborhood or in a club, whether through volunteering or in a professional capacity. And tonight, once again: thousands, tens of thousands are on police stations, in hospitals, or in nursing homes. And you are all part of this democracy. By voting, by getting involved in politics – whether in a street demonstration, in a political party, or in a local council, where many places are desperately seeking new members. In short: you all hold a piece of Germany in your hands!",1,0,0,0,0,0,NA,NA,0,"The speaker calls on citizens to strengthen democracy by opposing discrimination, engaging in civil society, and participating in political processes.","local","Calls for domestic civic engagement and democratic participation among German citizens.",666,"yes","The speaker frames the state of democracy as something requiring active defense and citizen intervention to prevent erosion, which constitutes a chronic threat to the democratic order."
"speech179_graf5","text1318",2019,145,"GER","speech179","And because that is the case, so much more unites us than divides us. We are all citizens of this country. With equal rights and responsibilities. There are no citizens of a “first” or “second” class. But: what unites us is not a guarantee. It is a promise and an expectation, a privilege and a challenge. The Basic Law states, not that everything good comes from above. Instead, it states that all state power originates from the people. This promise, this vision of democracy, drove tens of thousands, hundreds of thousands of people in the former GDR to the streets thirty years ago. What incredible courage! These brave people, these peaceful heroes, brought down the Wall and made unity possible.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on the democratic values of national unity and the historical significance of the peaceful revolution that led to German reunification.","local","Discusses the historical context of German unity and the principles of the German Basic Law.",667,"no","The paragraph focuses on historical reflection, national values, and the celebration of a past achievement, which does not involve an active or urgent threat."
"speech179_graf6","text1319",2019,163,"GER","speech179","Now we have been living in unity, freedom, and democracy for thirty years. But let’s not take that for granted! We need democracy – but I believe that, at the moment, democracy needs us. Fortunately – and this is different from a dictatorship – democracy does not need heroes. What democracy needs are confident citizens – with optimism and drive, with reason, decency, and solidarity. And I know: all of that is within us, within you, within this entire society. And that is why I believe in us. I believe in this country. And that is why I know that together, we can always make things better. ""Do not be afraid! "" says the Christmas story. Courage and optimism – that is what I wish for you and for all of us in the coming year. Merry Christmas!",1,0,0,0,0,0,NA,NA,0,"The speaker calls for active citizen participation and optimism to strengthen democracy and national unity in the coming year.","local","Reflects on the state of German democracy and offers seasonal well-wishes to citizens.",668,"no","The paragraph focuses on positive civic engagement and national unity as a forward-looking goal rather than framing the state of democracy as an urgent threat or danger."
"speech180_graf1","text1320",2019,126,"GER","speech180","My fellow citizens, tonight we stand not only at the beginning of a new year, but also a new decade. I am convinced that the 2020s have the potential to be good years for us – if we leverage our strengths, if we build on what unites us, and if we remember what we have achieved together in recent decades. Next year, Germany will celebrate 30 years of unity in peace and freedom. In those 30 years, we have accomplished great things. For example, more people are employed today than ever before. Nevertheless, there is still much to be done in the coming decade, more than we imagined 30 years ago.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on Germany's achievements in employment and unity over the past three decades while looking ahead to challenges in the new decade.","local","Reviews domestic achievements and future goals for Germany following reunification.",669,"no","The paragraph focuses on past achievements and general future challenges without framing any specific situation as an urgent threat or danger requiring immediate response."
"speech180_graf2","text1321",2019,142,"GER","speech180","At the same time, we are experiencing daily how profoundly digital progress is transforming our lives in every area, including our working lives. We must find new answers to these changes. We want to ensure that everyone has access to the education they need to navigate this transformation. We want them to have good, secure jobs in the future – and a reliable pension in their old age. To achieve this, we need more than ever the courage to think differently, the strength to move beyond familiar paths, the willingness to embrace new ventures, and the determination to act decisively, believing that the unfamiliar can succeed – and must succeed – if we want to ensure that the younger generation and their descendants can live well on this earth.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes the need for educational reform, job security, and innovative thinking to address the challenges posed by rapid digital transformation.","local","Discusses domestic economic concerns, education, and pension policies for German citizens.",670,"yes","The paragraph frames digital transformation as a challenge requiring specific reforms and actions to maintain stability, which constitutes a chronic threat framing."
"speech180_graf4","text1323",2019,162,"GER","speech180","We can build on what has always made us strong: our ideas, our innovative spirit, our hard work and perseverance, our skilled workers, engineers, and specialists, our state and voluntary structures, our way of living together in families and associations, and our appreciation for those who, for example, provide care for others. And we are guided by the values enshrined in our Basic Law: freedom, solidarity, and respect for the dignity of every individual, as well as the principles of the social market economy. These values remain our compass in the coming decade. This means that, even in the digital age, technology must serve humanity – and not the other way around. Human dignity sets the limits, because it is inviolable. This is the core of our liberal democracy, which we must strive to embody every day.",1,0,0,0,0,0,NA,NA,0,"The speaker emphasizes that German societal strengths, core values from the Basic Law, and human dignity must guide the nation through the digital age.","local","Focuses on German national values, the Basic Law, and domestic social market economy principles.",672,"no","The paragraph focuses on guiding principles and national values for the future rather than framing the digital age as an urgent threat or danger to the state."
"speech180_graf5","text1324",2019,103,"GER","speech180","I thank the men and women who take on political responsibility in our country, especially those in local government. Protecting all citizens in our country – from hate, hostility, and violence, from racism and antisemitism – is the responsibility of the state, a responsibility to which the federal government is deeply committed. I thank all those who contribute to our common good, both professionally and as volunteers: the police officers, firefighters, and everyone who supports their fellow citizens in difficult times. All of you form the backbone of our democracy.",1,0,0,0,0,0,NA,NA,0,"The speaker expresses gratitude to public servants and volunteers while emphasizing the state's commitment to protecting citizens from hate, violence, and discrimination.","local","Addresses domestic security, local government, and the protection of citizens from internal threats.",673,"yes","The paragraph frames hate, violence, and discrimination as active threats to the safety and integrity of citizens that the state must commit to protecting against, rather than merely celebrating public service."
"speech181_graf2","text1328",2018,339,"GER","speech181","I believe it’s a good thing that we discuss; a good thing that we talk to one another! If I could wish for one thing for our country, it would be more of that. I have the impression that we Germans speak to one another less and less. And we listen to one another even less frequently. Wherever you look, especially on social media: there’s negativity, noise, and daily outrage. But even more concerning than the noise of some, is the silence of so many others. More and more people are withdrawing into groups of like-minded individuals, retreating into their own bubbles, where everyone always agrees – even on the question of who doesn’t belong. However much we may get annoyed with others, or even wish them away entirely, one thing remains true even tomorrow: we all belong to this country – regardless of origin or skin color, of worldview or favorite team. That is both the beauty and the challenge of democracy. We must learn again to argue without resorting to heated rhetoric, and to tolerate our differences. Those who argue can always find a way to come together again. We know that from Christmas with family. But those who remain silent, and especially those who fail to listen, get no closer to finding solutions. Silence means stagnation. Fellow citizens, we have it in our hands, you have it in your hands: talk to people who don’t share your opinions! Make a conscious effort to talk to someone you may have already formed an opinion about, someone you might not otherwise exchange a word with. It’s worth a try. That is my Christmas wish to you. And it is also my own resolution for the coming year. Let us ensure that our society continues to engage in dialogue!",1,0,0,0,0,0,NA,NA,0,"The speaker calls for increased civil discourse and mutual understanding among citizens to overcome social polarization and strengthen German democracy.","local","Discusses domestic social cohesion, political discourse, and the importance of dialogue within German society.",677,"yes","The speaker frames social polarization as a threat to the integrity of German democracy, necessitating urgent action and a change in behavior to overcome the danger."
"speech181_graf4","text1330",2018,234,"GER","speech181","That is why I want to say to you so clearly, as Federal President, what I experience every day: our democracy is strong! Millions of people ensure that. You ensure that. Many of you are actively involved, in your neighborhoods, in clubs, or in local councils. In voluntary or official roles. And even now, many of you are working – in hospitals or police stations, with the fire department or in nursing homes, at home and abroad. I would like to express my deepest gratitude to all those who are on duty tonight. You make us strong! Our democracy is only as strong as we make it. It relies on us expressing our opinions, arguing for our interests. And it exposes us to the constant risk that the other person might be right, too. Finding a compromise is not a weakness, but a defining characteristic of who we are! The ability to compromise is the strength of democracy. So, let’s dare to do so! And let’s trust in this country! It is our country, it is our democracy. I am optimistic about what the coming year will bring. And I wish you all personally a year filled with hope. Blessed Christmas!",1,0,0,0,0,0,"Dropped count of 'fire'","fire: refers to the fire department as a public service, not environmental fire",0,"The Federal President emphasizes the strength of German democracy, highlighting the importance of civic engagement, public service, and the necessity of compromise.","local","Praises domestic democratic institutions, local volunteerism, and the strength of German society.",679,"no","The paragraph focuses on the strength of democracy and the value of civic engagement as positive, routine pillars of society rather than framing them as under immediate or urgent threat."
"speech182_graf1","text1331",2018,258,"GER","speech182","My fellow citizens, a year has passed, marked by both highs and lows, moments of joy and moments of sorrow. Each of us will have our own personal reflections on this past year. Tonight, I am particularly mindful of the exceptionally challenging political year that is drawing to a close. I know that many of you have been critical of the federal government. It took us a long time to form a government in the first place, and once we had one, there was considerable debate and a great deal of focus on ourselves. As Chancellor, my understanding is that our democracy thrives on a broad consensus, and that its representatives must do everything in their power to ensure domestic peace and the unity of our nation. We must constantly examine how we can each contribute, personally. I have striven to do so. And, regardless of how unsatisfactory the past year has been, the fact remains that 13 years as Chancellor is certainly a significant period of time. Therefore, at the end of October, I initiated a new beginning, announcing that I would not seek any political office after the end of this legislative period. Democracy is strengthened by change, and we are all part of that process. We build upon what our predecessors have left for us, and we shape the present for those who will come after us.",1,0,0,0,0,0,NA,NA,0,"Chancellor Angela Merkel reflects on her political tenure, acknowledges public criticism of her government, and confirms her decision to step down from political office.","local","Reflects on domestic political challenges, government formation, and the Chancellor's personal political future.",680,"no","The paragraph focuses on a personal political transition and a reflection on tenure, which are routine governance and ceremonial matters rather than the framing of an urgent threat to the state or society."
"speech182_graf4","text1334",2018,167,"GER","speech182","My fellow citizens, prosperity, security, and peace – above all, we must work to achieve these things within our own country. Millions of people are willingly dedicating themselves to the service of our society. Tonight, on New Year's Eve, I would like to express my sincere gratitude to all police officers, soldiers, rescue workers, and those who provide care in hospitals and nursing homes, as well as to the millions of volunteers. To secure jobs, prosperity, and our livelihoods, the federal government is consistently taking the next steps in the transition from traditional to new technologies, and is implementing its strategy for digital progress. Through our efforts to create equal opportunities, we aim to ensure that everyone has good access to education, housing, and healthcare – both in rural areas and in cities. We are striving to find the best solutions to these challenges.",1,0,0,0,0,0,NA,NA,0,"The President expresses gratitude to public servants and volunteers while outlining government efforts to promote economic prosperity, technological transition, and equal access to social services.","local","Addresses domestic prosperity, infrastructure, and government strategies for digital progress and social services.",683,"no","The paragraph focuses on gratitude, routine government efforts, and positive goals like prosperity and equal access, which are framed as achievements or standard governance rather than urgent threats."
"speech182_graf5","text1335",2018,137,"GER","speech182","Increasingly, however, we are also grappling with the manner in which we interact with one another, and with our values: openness, tolerance, and respect. These values have made our country strong. We must work together to uphold them – even when it is uncomfortable or demanding. Where we believe in our values and put our ideas into action, new and positive things can emerge. From this, we can draw the strength we need to gradually solve problems and create a foundation for a peaceful, secure future for ourselves and our children. I wish us all the courage to do so, along with my best wishes for you and your families for a healthy, happy, and blessed New Year 2019.",1,0,0,0,0,0,NA,NA,0,"The speaker calls for upholding the values of openness, tolerance, and respect to foster national strength and secure a peaceful future.","local","Discusses internal social values, tolerance, and the domestic effort to solve national problems.",684,"no","The paragraph focuses on promoting positive national values and social cohesion as a means to secure a peaceful future, rather than framing the current state as an urgent threat or danger."
"speech183_graf2","text1337",2017,128,"GER","speech183","Over the past year, I have traveled extensively throughout our beautiful country and have encountered places that yearn for everything – except stillness. There are places where there are no longer any gas stations or grocery stores, where the local pub has closed, where the distances to the doctor are growing longer, and where the last bus route has been discontinued. There are far too many such places, both in the east and in the west of our country. And from these places, I know that there is a stillness that can become threatening. For those who have remained, life has become difficult! And I understand that people there feel dissatisfied, even left behind.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses the decline of infrastructure and public services in rural regions, acknowledging the resulting feelings of dissatisfaction among residents.","local","Highlights domestic regional disparities and the decline of services in rural German areas.",686,"yes","The speaker frames the decline of infrastructure and public services as a source of dissatisfaction, treating the deterioration as a significant problem that impacts the well-being and social cohesion of rural regions."
"speech183_graf3","text1338",2017,318,"GER","speech183","But I have also met people who refuse to accept that emptiness should spread – people who are breathing new life into this stillness. I am thinking, as a representative of others, of a small place in Saxony. For many, especially young people, it had become far too quiet. These are people who see their home as a place that provides reasons to stay, perhaps even to return. There, I was deeply impressed by the citizens, and by their mayor. Even there, people cannot perform miracles. The money is lacking, just as it is elsewhere. But that has not stopped them. That is why there is now a volunteer-run café and meeting place in the center, a small cinema founded by a citizens' initiative, a playground built by neighbors, and houses that the local government is taking care of, protecting them from decay and restoring them for young families. People like these, whom I have also met in Mecklenburg-Vorpommern, Bavaria, and Lower Saxony, inspire hope – and they deserve encouragement. More than that, they deserve support from politics. Because the small-scale examples are becoming important in the larger context. They show us that we are not at the mercy of circumstances. The future is not a matter of fate! We can overcome powerlessness and alienation, both in small and large ways, if we work together, if we do not only look to the responsibility of others, but also recognize our own. Taking responsibility, for others as well, as millions of volunteers do in Germany, also gives us a feeling of belonging in this country. And for that, I am deeply grateful to them all.",1,0,0,0,0,0,NA,NA,0,"The speaker highlights the importance of civic engagement and volunteerism in local communities as a means to foster national unity and shape the future.","local","Discusses local community initiatives and the importance of civic engagement in German towns.",687,"no","The paragraph focuses on positive civic values and community building as a means to shape the future, rather than framing the current state of society as a threat or an urgent danger."
"speech183_graf4","text1339",2017,79,"GER","speech183","I am speaking about this because I am convinced that we have reason to be optimistic. In recent decades, we have repeatedly overcome crises and renewed ourselves. We remain a country where economic pragmatism and social justice are recognized as guiding principles for politics. And we are a country that has the strength and will to preserve unity and to further promote integration. There is still much to be done in both areas!",1,0,0,0,0,0,NA,NA,0,"The speaker expresses optimism about Germany's ability to overcome crises while maintaining economic pragmatism, social justice, and national unity.","local","Reaffirms domestic guiding principles of economic pragmatism and social justice.",688,"no","The paragraph focuses on the speaker's optimism regarding the country's ability to overcome challenges and emphasizes national unity and economic pragmatism, which frames the situation as a recovery or a positive outlook rather than an active, urgent threat."
"speech183_graf5","text1340",2017,218,"GER","speech183","Almost 30 years ago, Christmas time was marked by a feeling of disbelief and excitement following the fall of the Berlin Wall. That was an unforgettable moment for us all, and for many, it also marked the beginning of a time of uncertainty. But doesn't hindsight show us how rewarding it was to face that unique moment without fear? The fall of the Wall was not a Christmas miracle; it was the work of courageous people! Since then, the world around us has been in motion. We live in a time that constantly confronts us with the unexpected. It unsettles us. We long for stability, we long for certainty. But if we humans had not also been brave and open to the unexpected, the shepherds outside Bethlehem would have simply run away. And ultimately, not everything unexpected has to frighten us. This also applies to government formations that take an unusual amount of time to come about. I assure you: the government is acting according to the rules that our constitution expressly provides for in situations like this, even though those rules have not been needed in recent decades. Therefore, we can have confidence.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses public concerns regarding the extended duration of government formation by emphasizing constitutional adherence and the necessity of courage during uncertain times.","local","Reflects on German history and the domestic constitutional process for government formation.",689,"yes","The speaker frames the extended government formation as a source of uncertainty and a test of courage, implying a threat to the stability of the democratic order that requires active attention."
"speech183_graf6","text1341",2017,59,"GER","speech183","Dear fellow citizens, I would like to express my particular gratitude today to those who care for people who are alone, who miss the comfort of a family, to the nurses and caregivers, but also to the police officers, soldiers, and to all those who provide their services wherever they are needed.",1,0,0,0,0,0,NA,NA,0,"The speaker expresses gratitude to caregivers, medical staff, police, and soldiers for their essential service to society.","local","Expresses gratitude to domestic public servants and caregivers working during the holiday.",690,"no","The paragraph is framed as an expression of gratitude and recognition for essential services, which is explicitly listed as a non-crisis category."
"speech184_graf1","text1343",2017,90,"GER","speech184","Dear fellow citizens, I extend to you my warmest greetings. I am pleased to have the opportunity, even on this New Year's Eve, to share some thoughts with you that are on my mind as we approach the new year. Through numerous conversations and encounters this year, I know that many of you are concerned about social cohesion in Germany. There have rarely been such diverse opinions on this topic. Some even speak of a rift that runs through our society.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses public concerns regarding social cohesion and perceived divisions within German society as the new year approaches.","local","The speaker addresses domestic social cohesion and internal societal divisions in Germany.",692,"yes","The speaker frames social cohesion and societal division as a pressing concern that requires attention, indicating a threat to the stability of the social fabric."
"speech184_graf2","text1344",2017,80,"GER","speech184","Some say: Germany is a wonderful country, where the values enshrined in our constitution are upheld. A strong and economically successful nation, with more people employed than ever before. A country with an open and diverse society, characterized by a strong sense of community, where millions of people dedicate themselves to helping others through voluntary work, for example in sports, for the sick and vulnerable, or in refugee assistance.",1,0,0,0,0,0,NA,NA,0,"The speaker highlights Germany's economic success, constitutional values, and the importance of social cohesion through widespread voluntary community service.","local","The paragraph discusses domestic economic success and internal volunteerism within Germany.",693,"no","The paragraph focuses on positive achievements, national values, and social cohesion, which are explicitly excluded from the definition of a crisis."
"speech184_graf3","text1345",2017,84,"GER","speech184","Others say: There are too many people who do not share in this success. People who are struggling to keep pace with the rapid changes of our time. They see their children moving to the large cities, leaving them behind in areas where everyday life is becoming increasingly difficult, from shopping to accessing medical care. They are concerned about rising crime and violence. They are asking how we can manage and regulate immigration into our country.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses concerns regarding regional inequality, declining local infrastructure, rising crime, and the need for regulated immigration.","local","The text focuses on domestic challenges like regional inequality, crime, and national immigration policy.",694,"yes","The speaker frames regional inequality, infrastructure decline, crime, and immigration as urgent problems that require attention and regulation, characterizing them as threats to the local community."
"speech184_graf4","text1346",2017,130,"GER","speech184","Both of these perspectives represent realities within our country: the success and optimism, but also the fears and doubts. For me, both are a source of motivation. Because you, my fellow citizens, have given us politicians the task of addressing the challenges of the future, while keeping the needs of all citizens in mind. I am committed to fulfilling that task – especially as we work to form a stable government for Germany in the new year. Because the world is not waiting for us. We must now create the conditions that will ensure Germany thrives in 10, 15 years. And Germany will truly thrive when success benefits all people and improves and enriches our lives.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses the need for a stable government to implement long-term policies that ensure inclusive economic prosperity and future national success.","local","The speaker discusses the formation of a stable national government and domestic prosperity.",695,"no","The paragraph focuses on the routine governance goal of achieving economic prosperity and national success through stable policy-making, rather than framing the current situation as an urgent threat or danger."
